card1,card2,card3,theme,oracle,meaning
The Torch,The Mountain,The Goat,,,
The Torch,The Mountain,The Harpy,,,
The Torch,Atlas,The Hawk,,,
The Torch,Atlas,The Storm,,,
The Torch,Atlas,The Vulture,,,
The Torch,Atlas,The Eye of Horus,,,
The Torch,Atlas,The Goat,,,
The Torch,Atlas,The Harpy,,,
The Torch,The Hawk,The Storm,,,
The Torch,The Hawk,The Vulture,,,
The Torch,The Hawk,The Eye of Horus,,,
The Torch,The Hawk,The Goat,,,
The Torch,The Hawk,The Harpy,,,
The Torch,The Storm,The Vulture,,,
The Torch,The Storm,The Eye of Horus,,,
The Torch,The Storm,The Goat,,,
The Torch,The Storm,The Harpy,,,
The Torch,The Vulture,The Eye of Horus,,,
The Torch,The Vulture,The Goat,,,
The Torch,The Vulture,The Harpy,,,
The Torch,The Eye of Horus,The Goat,,,
The Torch,The Eye of Horus,The Harpy,,,
The Torch,The Goat,The Harpy,,,
The Lightning,The Starling,The Moon,,,
The Lightning,The Starling,The Sun,,,
The Lightning,The Starling,The Well,,,
The Lightning,The Starling,The Mountain,,,
The Lightning,The Starling,Atlas,,,
The Lightning,The Starling,The Hawk,,,
The Lightning,The Starling,The Storm,,,
The Lightning,The Starling,The Vulture,,,
The Lightning,The Starling,The Eye of Horus,,,
The Lightning,The Starling,The Goat,,,
The Lightning,The Starling,The Harpy,,,
The Lightning,The Moon,The Sun,,,
The Lightning,The Moon,The Well,,,
The Lightning,The Moon,The Mountain,,,
The Lightning,The Moon,Atlas,,,
The Lightning,The Moon,The Hawk,,,
The Lightning,The Moon,The Storm,,,
The Lightning,The Moon,The Vulture,,,
The Lightning,The Moon,The Eye of Horus,,,
The Lightning,The Moon,The Goat,,,
The Lightning,The Moon,The Harpy,,,
The Lightning,The Sun,The Well,,,
The Lightning,The Sun,The Mountain,,,
The Lightning,The Sun,Atlas,,,
The Lightning,The Sun,The Hawk,,,
The Lightning,The Sun,The Storm,,,
The Lightning,The Sun,The Vulture,,,
The Lightning,The Sun,The Eye of Horus,,,
The Lightning,The Sun,The Goat,,,
The Lightning,The Sun,The Harpy,,,
The Lightning,The Well,The Mountain,,,
The Lightning,The Well,Atlas,,,
The Lightning,The Well,The Hawk,,,
The Lightning,The Well,The Storm,,,
The Lightning,The Well,The Vulture,,,
The Lightning,The Well,The Eye of Horus,,,
The Lightning,The Well,The Goat,,,
The Lightning,The Well,The Harpy,,,
The Lightning,The Mountain,Atlas,,,
The Lightning,The Mountain,The Hawk,,,
The Lightning,The Mountain,The Storm,,,
The Lightning,The Mountain,The Vulture,,,
The Lightning,The Mountain,The Eye of Horus,,,
The Lightning,The Mountain,The Goat,,,
The Lightning,The Mountain,The Harpy,,,
The Lightning,Atlas,The Hawk,,,
The Lightning,Atlas,The Storm,,,
The Lightning,Atlas,The Vulture,,,
The Lightning,Atlas,The Eye of Horus,,,
The Lightning,Atlas,The Goat,,,
The Lightning,Atlas,The Harpy,,,
The Lightning,The Hawk,The Storm,,,
The Lightning,The Hawk,The Vulture,,,
The Lightning,The Hawk,The Eye of Horus,,,
The Lightning,The Hawk,The Goat,,,
The Lightning,The Hawk,The Harpy,,,
The Lightning,The Storm,The Vulture,,,
The Lightning,The Storm,The Eye of Horus,,,
The Lightning,The Storm,The Goat,,,
The Lightning,The Storm,The Harpy,,,
The Lightning,The Vulture,The Eye of Horus,,,
The Lightning,The Vulture,The Goat,,,
The Lightning,The Vulture,The Harpy,,,
The Lightning,The Eye of Horus,The Goat,,,
The Lightning,The Eye of Horus,The Harpy,,,
The Lightning,The Goat,The Harpy,,,
The Starling,The Moon,The Sun,,,
The Starling,The Moon,The Well,,,
The Starling,The Moon,The Mountain,,,
The Starling,The Moon,Atlas,,,
The Starling,The Moon,The Hawk,,,
The Starling,The Moon,The Storm,,,
The Starling,The Moon,The Vulture,,,
The Starling,The Moon,The Eye of Horus,,,
The Starling,The Moon,The Goat,,,
The Starling,The Moon,The Harpy,,,
The Starling,The Sun,The Well,,,
The Starling,The Sun,The Mountain,,,
The Starling,The Sun,Atlas,,,
The Starling,The Sun,The Hawk,,,
The Starling,The Sun,The Storm,,,
The Starling,The Sun,The Vulture,,,
The Starling,The Sun,The Eye of Horus,,,
The Starling,The Sun,The Goat,,,
The Starling,The Sun,The Harpy,,,
The Starling,The Well,The Mountain,,,
The Starling,The Well,Atlas,,,
The Starling,The Well,The Hawk,,,
The Starling,The Well,The Storm,,,
The Starling,The Well,The Vulture,,,
The Starling,The Well,The Eye of Horus,,,
The Starling,The Well,The Goat,,,
The Starling,The Well,The Harpy,,,
The Starling,The Mountain,Atlas,,,
The Starling,The Mountain,The Hawk,,,
The Starling,The Mountain,The Storm,,,
The Starling,The Mountain,The Vulture,,,
The Starling,The Mountain,The Eye of Horus,,,
The Starling,The Mountain,The Goat,,,
The Starling,The Mountain,The Harpy,,,
The Starling,Atlas,The Hawk,,,
The Starling,Atlas,The Storm,,,
The Starling,Atlas,The Vulture,,,
The Starling,Atlas,The Eye of Horus,,,
The Starling,Atlas,The Goat,,,
The Starling,Atlas,The Harpy,,,
The Starling,The Hawk,The Storm,,,
The Starling,The Hawk,The Vulture,,,
The Starling,The Hawk,The Eye of Horus,,,
The Starling,The Hawk,The Goat,,,
The Starling,The Hawk,The Harpy,,,
The Starling,The Storm,The Vulture,,,
The Starling,The Storm,The Eye of Horus,,,
The Starling,The Storm,The Goat,,,
The Starling,The Storm,The Harpy,,,
The Starling,The Vulture,The Eye of Horus,,,
The Starling,The Vulture,The Goat,,,
The Starling,The Vulture,The Harpy,,,
The Starling,The Eye of Horus,The Goat,,,
The Starling,The Eye of Horus,The Harpy,,,
The Starling,The Goat,The Harpy,,,
The Moon,The Sun,The Well,,,
The Moon,The Sun,The Mountain,,,
The Moon,The Sun,Atlas,,,
The Moon,The Sun,The Hawk,,,
The Moon,The Sun,The Storm,,,
The Moon,The Sun,The Vulture,,,
The Moon,The Sun,The Eye of Horus,,,
The Moon,The Sun,The Goat,,,
The Moon,The Sun,The Harpy,,,
The Moon,The Well,The Mountain,,,
The Moon,The Well,Atlas,,,
The Moon,The Well,The Hawk,,,
The Moon,The Well,The Storm,,,
The Moon,The Well,The Vulture,,,
The Moon,The Well,The Eye of Horus,,,
The Moon,The Well,The Goat,,,
The Moon,The Well,The Harpy,,,
The Moon,The Mountain,Atlas,,,
The Moon,The Mountain,The Hawk,,,
The Moon,The Mountain,The Storm,,,
The Moon,The Mountain,The Vulture,,,
The Moon,The Mountain,The Eye of Horus,,,
The Moon,The Mountain,The Goat,,,
The Moon,The Mountain,The Harpy,,,
The Moon,Atlas,The Hawk,,,
The Moon,Atlas,The Storm,,,
The Moon,Atlas,The Vulture,,,
The Moon,Atlas,The Eye of Horus,,,
The Moon,Atlas,The Goat,,,
The Moon,Atlas,The Harpy,,,
The Moon,The Hawk,The Storm,,,
The Moon,The Hawk,The Vulture,,,
The Moon,The Hawk,The Eye of Horus,,,
The Moon,The Hawk,The Goat,,,
The Moon,The Hawk,The Harpy,,,
The Moon,The Storm,The Vulture,,,
The Moon,The Storm,The Eye of Horus,,,
The Moon,The Storm,The Goat,,,
The Moon,The Storm,The Harpy,,,
The Moon,The Vulture,The Eye of Horus,,,
The Moon,The Vulture,The Goat,,,
The Moon,The Vulture,The Harpy,,,
The Moon,The Eye of Horus,The Goat,,,
The Moon,The Eye of Horus,The Harpy,,,
The Moon,The Goat,The Harpy,,,
The Sun,The Well,The Mountain,,,
The Sun,The Well,Atlas,,,
The Sun,The Well,The Hawk,,,
The Sun,The Well,The Storm,,,
The Sun,The Well,The Vulture,,,
The Sun,The Well,The Eye of Horus,,,
The Sun,The Well,The Goat,,,
The Sun,The Well,The Harpy,,,
The Sun,The Mountain,Atlas,,,
The Sun,The Mountain,The Hawk,,,
The Sun,The Mountain,The Storm,,,
The Sun,The Mountain,The Vulture,,,
The Sun,The Mountain,The Eye of Horus,,,
The Sun,The Mountain,The Goat,,,
The Sun,The Mountain,The Harpy,,,
The Sun,Atlas,The Hawk,,,
The Sun,Atlas,The Storm,,,
The Sun,Atlas,The Vulture,,,
The Sun,Atlas,The Eye of Horus,,,
The Sun,Atlas,The Goat,,,
The Sun,Atlas,The Harpy,,,
The Sun,The Hawk,The Storm,,,
The Sun,The Hawk,The Vulture,,,
The Sun,The Hawk,The Eye of Horus,,,
The Sun,The Hawk,The Goat,,,
The Sun,The Hawk,The Harpy,,,
The Sun,The Storm,The Vulture,,,
The Sun,The Storm,The Eye of Horus,,,
The Sun,The Storm,The Goat,,,
The Sun,The Storm,The Harpy,,,
The Sun,The Vulture,The Eye of Horus,,,
The Sun,The Vulture,The Goat,,,
The Sun,The Vulture,The Harpy,,,
The Sun,The Eye of Horus,The Goat,,,
The Sun,The Eye of Horus,The Harpy,,,
The Sun,The Goat,The Harpy,,,
The Well,The Mountain,Atlas,,,
The Well,The Mountain,The Hawk,,,
The Well,The Mountain,The Storm,,,
The Well,The Mountain,The Vulture,,,
The Well,The Mountain,The Eye of Horus,,,
The Well,The Mountain,The Goat,,,
The Well,The Mountain,The Harpy,,,
The Well,Atlas,The Hawk,,,
The Well,Atlas,The Storm,,,
The Well,Atlas,The Vulture,,,
The Well,Atlas,The Eye of Horus,,,
The Well,Atlas,The Goat,,,
The Well,Atlas,The Harpy,,,
The Well,The Hawk,The Storm,,,
The Well,The Hawk,The Vulture,,,
The Well,The Hawk,The Eye of Horus,,,
The Well,The Hawk,The Goat,,,
The Well,The Hawk,The Harpy,,,
The Well,The Storm,The Vulture,,,
The Well,The Storm,The Eye of Horus,,,
The Well,The Storm,The Goat,,,
The Well,The Storm,The Harpy,,,
The Well,The Vulture,The Eye of Horus,,,
The Well,The Vulture,The Goat,,,
The Well,The Vulture,The Harpy,,,
The Well,The Eye of Horus,The Goat,,,
The Well,The Eye of Horus,The Harpy,,,
The Well,The Goat,The Harpy,,,
The Mountain,Atlas,The Hawk,,,
The Mountain,Atlas,The Storm,,,
The Mountain,Atlas,The Vulture,,,
The Mountain,Atlas,The Eye of Horus,,,
The Mountain,Atlas,The Goat,,,
The Mountain,Atlas,The Harpy,,,
The Mountain,The Hawk,The Storm,,,
The Mountain,The Hawk,The Vulture,,,
The Mountain,The Hawk,The Eye of Horus,,,
The Mountain,The Hawk,The Goat,,,
The Mountain,The Hawk,The Harpy,,,
The Mountain,The Storm,The Vulture,,,
The Mountain,The Storm,The Eye of Horus,,,
The Mountain,The Storm,The Goat,,,
The Mountain,The Storm,The Harpy,,,
The Mountain,The Vulture,The Eye of Horus,,,
The Mountain,The Vulture,The Goat,,,
The Mountain,The Vulture,The Harpy,,,
The Mountain,The Eye of Horus,The Goat,,,
The Mountain,The Eye of Horus,The Harpy,,,
The Mountain,The Goat,The Harpy,,,
Atlas,The Hawk,The Storm,,,
Atlas,The Hawk,The Vulture,,,
Atlas,The Hawk,The Eye of Horus,,,
Atlas,The Hawk,The Goat,,,
Atlas,The Hawk,The Harpy,,,
Atlas,The Storm,The Vulture,,,
Atlas,The Storm,The Eye of Horus,,,
Atlas,The Storm,The Goat,,,
Atlas,The Storm,The Harpy,,,
Atlas,The Vulture,The Eye of Horus,,,
Atlas,The Vulture,The Goat,,,
Atlas,The Vulture,The Harpy,,,
Atlas,The Eye of Horus,The Goat,,,
Atlas,The Eye of Horus,The Harpy,,,
Atlas,The Goat,The Harpy,,,
The Hawk,The Storm,The Vulture,,,
The Hawk,The Storm,The Eye of Horus,,,
The Hawk,The Storm,The Goat,,,
The Hawk,The Storm,The Harpy,,,
The Hawk,The Vulture,The Eye of Horus,,,
The Hawk,The Vulture,The Goat,,,
The Hawk,The Vulture,The Harpy,,,
The Hawk,The Eye of Horus,The Goat,,,
The Hawk,The Eye of Horus,The Harpy,,,
The Hawk,The Goat,The Harpy,,,
The Storm,The Vulture,The Eye of Horus,,,
The Storm,The Vulture,The Goat,,,
The Storm,The Vulture,The Harpy,,,
The Storm,The Eye of Horus,The Goat,,,
The Storm,The Eye of Horus,The Harpy,,,
The Storm,The Goat,The Harpy,,,
The Vulture,The Eye of Horus,The Goat,,,
The Vulture,The Eye of Horus,The Harpy,,,
The Vulture,The Goat,The Harpy,,,
The Eye of Horus,The Goat,The Harpy,,,
